Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
 [1036] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSs9AnimationEEE9constructIS5_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESC_IIEEEEEvPT_DpOT0_ [1614] std::allocator_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::select_on_container_copy_construction(std::allocator<std::tr1::shared_ptr<ModuleData const> > const&) [1132] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_end()
 [1656] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, Animation> > >::new_allocator() [1214] std::allocator_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::allocate(std::allocator<std::tr1::shared_ptr<ModuleData const> >&, unsigned int) [796] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > const*)
 [2682] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, sf::SoundBuffer> > >::allocate(unsigned int, void const*) [1246] std::allocator_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::max_size(std::allocator<std::tr1::shared_ptr<ModuleData const> > const&) [1174] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_key(std::_Rb_tree_node_base const*)
 [2683] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsN2sf11SoundBufferEEEE9constructIS6_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESD_IIEEEEEvPT_DpOT0_ [1615] std::allocator<std::tr1::shared_ptr<ModuleData const> > const std::allocator_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::_S_select<std::allocator<std::tr1::shared_ptr<ModuleData const> > const, void>(std::allocator<std::tr1::shared_ptr<ModuleData const> > const&, ...) [1173] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_left(std::_Rb_tree_node_base*)
 [1598] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::allocate(unsigned int, void const*) [1338] _ZNSt16allocator_traitsISaINSt3tr110shared_ptrIK10ModuleDataEEEE9constructIS4_IS4_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS5_PT_DpOS8_ [1271] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_begin()
 [1599] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrI5BatchEEEEE9constructIS8_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESF_IIEEEEEvPT_DpOT0_ [2210] std::allocator_traits<std::allocator<IOComponent*> >::deallocate(std::allocator<IOComponent*>&, IOComponent**, unsigned int) [1128] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_right(std::_Rb_tree_node_base*)
 [2093] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<Batch> > > >::new_allocator() [1832] unsigned int std::allocator_traits<std::allocator<IOComponent*> >::_S_max_size<std::allocator<IOComponent*> const, void>(std::allocator<IOComponent*> const&, int) [797] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > const*)
 [1657] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::allocate(unsigned int, void const*) [2211] std::allocator_traits<std::allocator<IOComponent*> >::allocate(std::allocator<IOComponent*>&, unsigned int) [1175] std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_value(std::_Rb_tree_node_base const*)
 [1658] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrI7AnimSetEEEEE9constructIS8_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESF_IIEEEEEvPT_DpOT0_ [1833] std::allocator_traits<std::allocator<IOComponent*> >::max_size(std::allocator<IOComponent*> const&) [1570] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_node()
 [2012] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::allocate(unsigned int, void const*) [1867] std::allocator_traits<std::allocator<NetworkComponent*> >::deallocate(std::allocator<NetworkComponent*>&, NetworkComponent**, unsigned int) [1723] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_leftmost()
 [2013] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrIK10ModuleDataEEEEE9constructIS9_IRKSt21piecewise_construct_tSt5tupleIIOSsEESG_IIEEEEEvPT_DpOT0_ [1409] unsigned int std::allocator_traits<std::allocator<NetworkComponent*> >::_S_max_size<std::allocator<NetworkComponent*> const, void>(std::allocator<NetworkComponent*> const&, int) [72] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::lower_bound(std::string const&)
 [2684] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<WeaponData const> > > >::allocate(unsigned int, void const*) [1790] std::allocator_traits<std::allocator<NetworkComponent*> >::allocate(std::allocator<NetworkComponent*>&, unsigned int) [1973] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_rightmost()
 [2685] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrIK10WeaponDataEEEEE9constructIS9_IRKSt21piecewise_construct_tSt5tupleIIOSsEESG_IIEEEEEvPT_DpOT0_ [1410] std::allocator_traits<std::allocator<NetworkComponent*> >::max_size(std::allocator<NetworkComponent*> const&) [1571] std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&)
 [2528] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > >::allocate(unsigned int, void const*) [2029] std::allocator_traits<std::allocator<GraphicsComponent*> >::deallocate(std::allocator<GraphicsComponent*>&, GraphicsComponent**, unsigned int) [153] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::string const, int> >*)
 [2529] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrIK9ChunkDataEEEEE9constructIS9_IRKSt21piecewise_construct_tSt5tupleIIOSsEESG_IIEEEEEvPT_DpOT0_ [1544] unsigned int std::allocator_traits<std::allocator<GraphicsComponent*> >::_S_max_size<std::allocator<GraphicsComponent*> const, void>(std::allocator<GraphicsComponent*> const&, int) [64] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, int> >*, std::_Rb_tree_node<std::pair<std::string const, int> >*, std::string const&)
 [1659] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::allocate(unsigned int, void const*) [910] _ZNSt16allocator_traitsISaIP17GraphicsComponentEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrSt6__and_IINS3_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS2_PSA_DpOSB_ [1253] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator()
 [1660] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsNSt3tr110shared_ptrIN2sf7TextureEEEEEE9constructIS9_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESG_IIEEEEEvPT_DpOT0_ [1938] std::allocator_traits<std::allocator<GraphicsComponent*> >::allocate(std::allocator<GraphicsComponent*>&, unsigned int) [123] std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&)
 [1516] __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::allocate(unsigned int, void const*) [1545] std::allocator_traits<std::allocator<GraphicsComponent*> >::max_size(std::allocator<GraphicsComponent*> const&) [2850] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&)
 [1517] _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS4_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESB_IIEEEEEvPT_DpOT0_ [911] _ZNSt16allocator_traitsISaIP17GraphicsComponentEE9constructIS1_IRKS1_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS2_PT_DpOS7_ [131] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&)
 [918] __gnu_cxx::new_allocator<std::pair<sf::Vector2<int>, float> >::deallocate(std::pair<sf::Vector2<int>, float>*, unsigned int) [2453] std::allocator_traits<std::allocator<Chunk*> >::deallocate(std::allocator<Chunk*>&, Chunk**, unsigned int) [787] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end()
 [672] __gnu_cxx::new_allocator<std::pair<sf::Vector2<int>, float> >::allocate(unsigned int, void const*) [1939] unsigned int std::allocator_traits<std::allocator<Chunk*> >::_S_max_size<std::allocator<Chunk*> const, void>(std::allocator<Chunk*> const&, int) [89] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&)
 [804] _ZN9__gnu_cxx13new_allocatorISt4pairIN2sf7Vector2IiEEfEE9constructIS5_IS5_EEEvPT_DpOT0_ [2322] std::allocator_traits<std::allocator<Chunk*> >::allocate(std::allocator<Chunk*>&, unsigned int) [2851] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::begin()
 [702] __gnu_cxx::new_allocator<std::pair<sf::Vector2<int>, float> >::new_allocator() [1940] std::allocator_traits<std::allocator<Chunk*> >::max_size(std::allocator<Chunk*> const&) [758] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end()
 [945] __gnu_cxx::new_allocator<std::pair<sf::Vector2<int>, float> >::~new_allocator() [2454] std::allocator_traits<std::allocator<std::string> >::deallocate(std::allocator<std::string>&, std::string*, unsigned int) [530] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, int> > const*)
 [489] __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [2121] unsigned int std::allocator_traits<std::allocator<std::string> >::_S_max_size<std::allocator<std::string> const, void>(std::allocator<std::string> const&, int) [1117] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*)
 [859] __gnu_cxx::__alloc_traits<std::allocator<Courier> >::_S_select_on_copy(std::allocator<Courier> const&) [2323] _ZNSt16allocator_traitsISaISsEE12_S_constructISsISsEEENSt9enable_ifIXsrSt6__and_IINS1_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS0_PS6_DpOS7_ [652] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_left(std::_Rb_tree_node_base*)
 [1661] __gnu_cxx::__alloc_traits<std::allocator<Courier> >::_S_propagate_on_copy_assign() [2455] std::allocator_traits<std::allocator<std::string> >::allocate(std::allocator<std::string>&, unsigned int) [899] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_begin()
 [1600] __gnu_cxx::__alloc_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::_S_select_on_copy(std::allocator<std::tr1::shared_ptr<ModuleData const> > const&) [2122] std::allocator_traits<std::allocator<std::string> >::max_size(std::allocator<std::string> const&) [658] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_right(std::_Rb_tree_node_base*)
 [2251] __gnu_cxx::__alloc_traits<std::allocator<std::tr1::shared_ptr<ModuleData const> > >::_S_propagate_on_copy_assign() [2324] _ZNSt16allocator_traitsISaISsEE9constructISsISsEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS0_PT_DpOS3_ [531] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_value(std::_Rb_tree_node<std::pair<std::string const, int> > const*)
 [407] __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::_S_propagate_on_copy_assign() [2123] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK13GraphicsLayer18QuadBatchContainerEEEE12_S_constructIS5_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESD_IIEEEEENSt9enable_ifIXsrSt6__and_IINS8_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS7_PSK_DpOSL_ [1118] std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_value(std::_Rb_tree_node_base const*)
 [1037] __gnu_cxx::__alloc_traits<std::allocator<std::pair<sf::Vector2<int>, float> > >::_S_propagate_on_copy_assign() [2124] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<GraphicsLayer const, QuadBatchContainer> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<GraphicsLayer const, QuadBatchContainer> > >&, unsigned int) [840] std::function<void (FixtureComponent*)>::swap(std::function<void (FixtureComponent*)>&)
 [480] __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&) [2125] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK13GraphicsLayer18QuadBatchContainerEEEE9constructIS5_IRKSt21piecewise_construct_tSt5tupleIIRS3_EESD_IIEEEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS7_PT_DpOSH_ [841] std::function<void (FixtureComponent*)>::function()
 [1170] __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_propagate_on_copy_assign() [331] std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::__destroy_helper<std::pair<Directive const, bool> >::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::_S_destroy<std::pair<Directive const, bool> >(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::pair<Directive const, bool>*) [842] std::function<void (FixtureComponent*)>::function<std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)>, void>(std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)>)
 [309] __gnu_cxx::__aligned_buffer<std::pair<GraphicsLayer const, QuadBatchContainer> >::_M_ptr() [332] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::_Rb_tree_node<std::pair<Directive const, bool> >*, unsigned int) [843] std::function<void (FixtureComponent*)>::~function()
 [310] __gnu_cxx::__aligned_buffer<std::pair<GraphicsLayer const, QuadBatchContainer> >::_M_addr() [337] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE12_S_constructIS4_IRKS4_EEENSt9enable_ifIXsrSt6__and_IINS7_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS6_PSE_DpOSF_ [844] std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)> >::type, std::function<void (FixtureComponent*)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)> >::type&>)()))((declval<FixtureComponent*>)())), void> > >::value, std::function<void (FixtureComponent*)>&>::type std::function<void (FixtureComponent*)>::operator=<std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)> >(std::_Bind<std::_Mem_fn<void (Module::*)(FixtureComponent*)> (Module*, std::_Placeholder<1>)>&&)
 [222] __gnu_cxx::__aligned_buffer<std::pair<Directive const, bool> >::_M_ptr() [1019] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE12_S_constructIS4_IRKSt21piecewise_construct_tSt5tupleIIOS2_EESC_IIEEEEENSt9enable_ifIXsrSt6__and_IINS7_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS6_PSJ_DpOSK_ [1799] std::function<void (b2Fixture*, b2Vec2 const&, b2Vec2 const&, float)>::function()
 [223] __gnu_cxx::__aligned_buffer<std::pair<Directive const, bool> >::_M_addr() [333] void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::destroy<std::pair<Directive const, bool> >(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, std::pair<Directive const, bool>*) [2852] std::function<void (b2Fixture*, b2Vec2 const&, b2Vec2 const&, float)>::~function()
 [1429] __gnu_cxx::__aligned_buffer<std::pair<EventType const, std::vector<Courier, std::allocator<Courier> > > >::_M_ptr() [327] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<Directive const, bool> > >&, unsigned int) [687] std::function<void (sf::Packet&)>::swap(std::function<void (sf::Packet&)>&)
 [1430] __gnu_cxx::__aligned_buffer<std::pair<EventType const, std::vector<Courier, std::allocator<Courier> > > >::_M_addr() [338] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE9constructIS4_IRKS4_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS6_PT_DpOSB_ [688] std::function<void (sf::Packet&)>::function()
 [660] __gnu_cxx::__aligned_buffer<std::pair<std::string const, Animation> >::_M_ptr() [1020] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9DirectivebEEEE9constructIS4_IRKSt21piecewise_construct_tSt5tupleIIOS2_EESC_IIEEEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS6_PT_DpOSG_ [1974] std::function<void (sf::Packet&)>::function<std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)>, void>(std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)>)
 [661] __gnu_cxx::__aligned_buffer<std::pair<std::string const, Animation> >::_M_addr() [2126] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9EventTypeSt6vectorI7CourierSaIS5_EEEEEE12_S_constructIS8_IRKSt21piecewise_construct_tSt5tupleIIOS2_EESG_IIEEEEENSt9enable_ifIXsrSt6__and_IINSB_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERSA_PSN_DpOSO_ [1572] std::function<void (sf::Packet&)>::function<std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)>, void>(std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)>)
 [2252] __gnu_cxx::__aligned_buffer<std::pair<std::string const, sf::SoundBuffer> >::_M_ptr() [2127] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<EventType const, std::vector<Courier, std::allocator<Courier> > > > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<EventType const, std::vector<Courier, std::allocator<Courier> > > > >&, unsigned int) [1573] std::function<void (sf::Packet&)>::function<std::_Bind<std::_Mem_fn<void (BodyComponent::*)(sf::Packet&)> (BodyComponent*, std::_Placeholder<1>)>, void>(std::_Bind<std::_Mem_fn<void (BodyComponent::*)(sf::Packet&)> (BodyComponent*, std::_Placeholder<1>)>)
 [2253] __gnu_cxx::__aligned_buffer<std::pair<std::string const, sf::SoundBuffer> >::_M_addr() [2128] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIK9EventTypeSt6vectorI7CourierSaIS5_EEEEEE9constructIS8_IRKSt21piecewise_construct_tSt5tupleIIOS2_EESG_IIEEEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERSA_PT_DpOSK_ [845] std::function<void (sf::Packet&)>::function<std::_Bind<std::_Mem_fn<void (Module::*)(sf::Packet&)> (Module*, std::_Placeholder<1>)>, void>(std::_Bind<std::_Mem_fn<void (Module::*)(sf::Packet&)> (Module*, std::_Placeholder<1>)>)
 [448] __gnu_cxx::__aligned_buffer<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >::_M_ptr() [1043] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIKSs9AnimationEEEE12_S_constructIS4_IRKSt21piecewise_construct_tSt5tupleIIRS2_EESC_IIEEEEENSt9enable_ifIXsrSt6__and_IINS7_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS6_PSJ_DpOSK_ [689] std::function<void (sf::Packet&)>::~function()
 [449] __gnu_cxx::__aligned_buffer<std::pair<std::string const, std::tr1::shared_ptr<Batch> > >::_M_addr() [1044] std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, Animation> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<std::string const, Animation> > >&, unsigned int) [1975] std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)> >::type, std::function<void (sf::Packet&)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)> >::type&>)()))((declval<sf::Packet&>)())), void> > >::value, std::function<void (sf::Packet&)>&>::type std::function<void (sf::Packet&)>::operator=<std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)> >(std::_Bind<std::_Mem_fn<void (Controller::*)(sf::Packet&)> (Controller*, std::_Placeholder<1>)>&&)
 [696] __gnu_cxx::__aligned_buffer<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >::_M_ptr() [1045] _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIKSs9AnimationEEEE9constructIS4_IRKSt21piecewise_construct_tSt5tupleIIRS2_EESC_IIEEEEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS6_PT_DpOSG_ [1574] std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)> >::type, std::function<void (sf::Packet&)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)> >::type&>)()))((declval<sf::Packet&>)())), void> > >::value, std::function<void (sf::Packet&)>&>::type std::function<void (sf::Packet&)>::operator=<std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)> >(std::_Bind<std::_Mem_fn<void (GameObject::*)(sf::Packet&)> (GameObject*, std::_Placeholder<1>)>&&)
